gene	tss	aaa	length
Tiaf2	27479092	27480988	1896
Tial1	128041501	128063441	21940
Tiam1	89583999	89940657	356658
Tiam2	3376848	3581619	204771
Ticam1	56576319	56583786	7467
Ticam2	46690358	46707600	17242
Ticrr	79309944	79347896	37952
Tie1	118328388	118347258	18870
Tifa	127583454	127625813	42359
Tifab	56321517	56326698	5181
Tigar	127062079	127086520	24441
Tigd2	59185855	59189018	3163
Tigd3	5941166	5944177	3011
Tigd4	84500881	84504339	3458
Tigd5	75781584	75786384	4800
Tigit	43469230	43484509	15279
Timd2	46559787	46597888	38101
Timd4	46701627	46735159	33532
Timeless	128067934	128088810	20876
Timm10	84657341	84660557	3216
Timm10b	105289263	105292844	3581
Timm13	80735284	80736803	1519
Timm17a	135222951	135241516	18565
Timm17b	7765596	7774590	8994
Timm21	84964316	84969649	5333
Timm22	76297778	76307118	9340
Timm23	31902119	31923855	21736
Timm29	21504018	21507266	3248
Timm29-ps1	79249518	79250222	704
Timm44	4309731	4325913	16182
Timm50	28004941	28011497	6556
Timm8a1	133438005	133442614	4609
Timm8a2	122272086	122275832	3746
Timm8b	50515210	50516620	1410
Timm9	71169947	71183458	13511
Timmdc1	38318709	38343025	24316
Timp1	20736405	20740974	4569
Timp2	118191895	118246566	54671
Timp3	86136236	86185370	49134
Timp4	115218853	115229166	10313
Tinag	76858975	76953076	94101
Tinagl1	130058247	130068915	10668
Tincr	56858414	56861387	2973
Tinf2	55912146	55919277	7131
Tiparp	65435831	65462939	27108
Tipin	64188863	64212706	23843
Tiprl	165039855	165064565	24710
Tirap	35095847	35111587	15740
Tjap1	46568777	46593952	25175
Tjp1	64945913	65177529	231616
Tjp2	24071869	24202394	130525
Tjp3	81109041	81127415	18374
Tk1	117706352	117716918	10566
Tk2	104953317	104975190	21873
Tkfc	10565155	10583018	17863
Tkt	30270316	30296677	26361
Tktl1	73220865	73252106	31241
Tktl2	66964408	66970987	6579
Tlcd1	78067537	78072735	5198
Tlcd2	75352541	75361725	9184
Tlcd3a	76070497	76105653	35156
Tlcd3b	126396840	126429391	32551
Tlcd4	120995410	121076747	81337
Tlcd5	43019945	43027865	7920
Tldc2	156928975	156938402	9427
Tle1	72035379	72119156	83777
Tle2	81410395	81426679	16284
Tle3	61279648	61325779	46131
Tle4	14425514	14575415	149901
Tle5	81395322	81402196	6874
Tle6	81426738	81436907	10169
Tle7	110827839	110838593	10754
Tlk1	70542751	70656072	113321
Tlk2	105069633	105174785	105152
Tll1	64467965	64659305	191340
Tll2	41071192	41195274	124082
Tln1	43531519	43562691	31172
Tln2	67124369	67466985	342616
Tlnrd1	83529081	83533513	4432
Tlr1	65082022	65090906	8884
Tlr11	50595371	50601120	5749
Tlr12	128509236	128512412	3176
Tlr13	105186810	105204099	17289
Tlr2	83743579	83749074	5495
Tlr3	45848702	45864117	15415
Tlr4	66745821	66848521	102700
Tlr5	182782353	182804010	21657
Tlr6	65109374	65117440	8066
Tlr7	166087925	166113554	25629
Tlr8	166025692	166047325	21633
Tlr9	106099797	106104082	4285
Tlx1	45139119	45145382	6263
Tlx1os	45142496	45147743	5247
Tlx2	83045305	83047274	1969
Tlx3	33150752	33153589	2837
Tm2d1	98243607	98271543	27936
Tm2d2	25507227	25513276	6049
Tm2d3	65340917	65351661	10744
Tm4sf1	57193032	57209409	16377
Tm4sf19	32219324	32227045	7721
Tm4sf20	82734370	82746182	11812
Tm4sf4	57332735	57349098	16363
Tm4sf5	70396070	70402004	5934
Tm6sf1	81508749	81534182	25433
Tm6sf2	70525574	70532716	7142
Tm7sf2	6112851	6118403	5552
Tm7sf3	146503850	146544322	40472
Tm9sf1	55873422	55881263	7841
Tm9sf2	122344450	122397016	52566
Tm9sf3	41199283	41252436	53153
Tm9sf4	153003223	153052386	49163
Tm9sf5	56454514	56534127	79613
Tma16	66925770	66939182	13412
Tma7	108903636	108911655	8019
Tma7-ps	171538656	171538850	194
Tmbim1	74327406	74344781	17375
Tmbim4	120037495	120060822	23327
Tmbim6	99290763	99307930	17167
Tmbim7	3701181	3730325	29144
Tmc1	20760822	20931566	170744
Tmc2	130037114	130106365	69251
Tmc3	83234135	83274822	40687
Tmc4	3668789	3680552	11763
Tmc4-ps	52443915	52444172	257
Tmc5	118196520	118274309	77789
Tmc6	117656814	117673024	16210
Tmc7	118135064	118183959	48895
Tmc8	117672902	117683936	11034
Tmcc1	115995572	116170447	174875
Tmcc2	132284053	132319019	34966
Tmcc3	94147811	94426818	279007
Tmcc3os	94403690	94447946	44256
Tmco1	167135947	167161547	25600
Tmco2	120962848	120966423	3575
Tmco3	13338190	13372924	34734
Tmco4	138700199	138786482	86283
Tmco5	116709172	116722975	13803
Tmco5b	113116077	113127535	11458
Tmco6	36868092	36875450	7358
Tmdd1	100944223	100945278	1055
Tmed1	21418849	21421548	2699
Tmed10	85387388	85421621	34233
Tmed10-ps	36174844	36175503	659
Tmed11	108925101	108943229	18128
Tmed2	124678758	124688569	9811
Tmed2b	33639543	33640146	603
Tmed3	89581259	89587121	5862
Tmed4	6220369	6224870	4501
Tmed5	108254232	108280486	26254
Tmed6	107788108	107792276	4168
Tmed7	46693302	46730602	37300
Tmed8	87213011	87247228	34217
Tmed9	55721545	55745510	23965
Tmeff1	48585174	48663131	77957
Tmeff2	50939806	51226429	286623
Tmem100	89921174	89927334	6160
Tmem101	102043372	102047230	3858
Tmem102	69694429	69696450	2021
Tmem104	115078313	115137849	59536
Tmem106a	101473068	101482614	9546
Tmem106b	13069758	13089268	19510
Tmem106c	97862081	97868156	6075
Tmem107	68961632	68964119	2487
Tmem108	103360146	103639036	278890
Tmem109	10848024	10859365	11341
Tmem11	60755278	60770098	14820
Tmem114	8227139	8243000	15861
Tmem115	107411144	107415872	4728
Tmem116	121589956	121662246	72290
Tmem117	94527113	94993979	466866
Tmem119	113931790	113938577	6787
Tmem120a	135764339	135773302	8963
Tmem120b	123206478	123255812	49334
Tmem121	113149550	113153143	3593
Tmem121b	120465900	120470768	4868
Tmem123	7764042	7794334	30292
Tmem125	118398138	118401241	3103
Tmem126a	90099908	90106437	6529
Tmem126b	90116646	90125209	8563
Tmem127	127089828	127103027	13199
Tmem128	38417529	38426978	9449
Tmem129	33810560	33815760	5200
Tmem130	144672725	144698628	25903
Tmem131	36831272	36982747	151475
Tmem131l	83804962	83947482	142520
Tmem132a	10835186	10847304	12118
Tmem132b	125608838	125869647	260809
Tmem132c	127318872	127642857	323985
Tmem132cos	127333922	127358698	24776
Tmem132d	127858694	128510141	651447
Tmem132e	82279726	82337158	57432
Tmem134	4175934	4182306	6372
Tmem135	88788922	89053430	264508
Tmem138	10547842	10554726	6884
Tmem139	42238893	42241489	2596
Tmem140	34840081	34851881	11800
Tmem141	25510079	25512017	1938
Tmem143	45546365	45566837	20472
Tmem144	79719871	79760080	40209
Tmem145	25005531	25015620	10089
Tmem147	30427126	30428965	1839
Tmem147os	30429004	30455551	26547
Tmem14a	21288799	21300391	11592
Tmem14c	41169768	41176062	6294
Tmem150a	72332430	72336745	4315
Tmem150b	4709831	4728248	18417
Tmem150c	100225731	100307667	81936
Tmem150cos	100225821	100243132	17311
Tmem151a	5120887	5135559	14672
Tmem151b	45852878	45860603	7725
Tmem154	84573499	84611882	38383
Tmem156	65211689	65249475	37786
Tmem158	123088118	123089829	1711
Tmem159	119701576	119720215	18639
Tmem160	16186704	16189419	2715
Tmem161a	70625006	70636331	11325
Tmem161b	84370415	84444260	73845
Tmem163	127414283	127607285	193002
Tmem164	141464402	141626490	162088
Tmem165	76331727	76357092	25365
Tmem167	90237242	90292026	54784
Tmem167-ps1	13453618	13453831	213
Tmem167-ps2	13582654	13582867	213
Tmem167-ps3	13740583	13740760	177
Tmem167b	108463741	108469782	6041
Tmem168	13580686	13608099	27413
Tmem169	72323528	72342263	18735
Tmem17	22462088	22469234	7146
Tmem170	112589670	112603382	13712
Tmem170b	41759383	41794831	35448
Tmem171	98822743	98831342	8599
Tmem174	98771486	98773918	2432
Tmem175	108777636	108796648	19012
Tmem176a	48817853	48824005	6152
Tmem176b	48810752	48818430	7678
Tmem177	119835620	119840938	5318
Tmem178	81252061	81309245	57184
Tmem178b	39848395	40232084	383689
Tmem179	112466623	112483181	16558
Tmem179b	8749889	8751831	1942
Tmem18	30634425	30641214	6789
Tmem181a	6307135	6358589	51454
Tmem181b-ps	6705923	6734421	28498
Tmem181c-ps	6881152	6907189	26037
Tmem182	40844761	40896047	51286
Tmem183a	134273835	134289717	15882
Tmem184a	139788240	139805672	17432
Tmem184b	79244884	79287769	42885
Tmem184c	78322611	78337327	14716
Tmem185a	69503359	69520786	17427
Tmem185b	119453890	119456713	2823
Tmem186	8451093	8455576	4483
Tmem189	167484528	167531742	47214
Tmem19	115175579	115198406	22827
Tmem190	4785936	4787340	1404
Tmem191c	17093941	17101093	7152
Tmem192	65399837	65421685	21848
Tmem196	119909557	119984981	75424
Tmem198	75456176	75462349	6173
Tmem198b	128635905	128640239	4334
Tmem199	78397881	78402998	5117
Tmem200a	25788229	25954950	166721
Tmem200b	131648511	131650451	1940
Tmem200c	69133618	69150134	16516
Tmem201	149799832	149822501	22669
Tmem202	59425968	59447130	21162
Tmem203	25145451	25146304	853
Tmem204	25276676	25302565	25889
Tmem205	21832304	21838852	6548
Tmem207	26322406	26345519	23113
Tmem208	106052986	106061851	8865
Tmem209	30479052	30509782	30730
Tmem210	25178157	25179201	1044
Tmem211	113374775	113387129	12354
Tmem212	27920215	27950517	30302
Tmem213	38086190	38092744	6554
Tmem214	31025356	31036524	11168
Tmem215	40472180	40477168	4988
Tmem216	10511229	10533602	22373
Tmem217	29744981	29771359	26378
Tmem218	37119519	37135996	16477
Tmem219	126485343	126522089	36746
Tmem220	66915980	66926138	10158
Tmem221	72006882	72011515	4633
Tmem222	132993356	133005103	11747
Tmem223	8748360	8749839	1479
Tmem225	40059418	40062170	2752
Tmem229a	24951140	24956296	5156
Tmem229b	79008569	79054401	45832
Tmem229b-ps	53351060	53351565	505
Tmem230	132081412	132089727	8315
Tmem231	112638643	112660513	21870
Tmem232	65562994	65847777	284783
Tmem233	116176814	116221305	44491
Tmem234	129494461	129517852	23391
Tmem235	117751578	117756369	4791
Tmem236	14179334	14226804	47470
Tmem237	59139749	59159567	19818
Tmem238	4787556	4792655	5099
Tmem238l	66847464	66855842	8378
Tmem239	130248398	130249822	1424
Tmem240	155819257	155825021	5764
Tmem241	12097507	12254594	157087
Tmem242	5461145	5490534	29389
Tmem243	9150668	9210986	60318
Tmem245	56866923	56947437	80514
Tmem247	87224776	87229802	5026
Tmem248	130245922	130272606	26684
Tmem249	76417413	76419566	2153
Tmem25	44705066	44710604	5538
Tmem250-ps	26026826	26030533	3707
Tmem251	102710021	102713820	3799
Tmem252	24651372	24659597	8225
Tmem253	52253115	52257251	4136
Tmem254a	25923724	25928096	4372
Tmem255a	37285450	37341316	55866
Tmem255b	13485189	13518473	33284
Tmem256	69729340	69730444	1104
Tmem258	10181378	10185188	3810
Tmem259	79810782	79820164	9382
Tmem26	68559476	68618480	59004
Tmem260	48683581	48761703	78122
Tmem262	6130063	6130818	755
Tmem263	84938491	84956482	17991
Tmem265	127160562	127166112	5550
Tmem266	55234197	55345629	111432
Tmem267	119624575	120072595	448020
Tmem268	63477018	63504594	27576
Tmem269	119062252	119075414	13162
Tmem270	134930447	134935587	5140
Tmem273	32507920	32539941	32021
Tmem274	149561835	149568006	6171
Tmem28	98864627	98892396	27769
Tmem29	149180769	149242150	61381
Tmem30a	79676225	79700789	24564
Tmem30b	73590176	73593166	2990
Tmem30c	57086502	57113228	26726
Tmem33	67417908	67448804	30896
Tmem35a	133195974	133206718	10744
Tmem35b	127017484	127023437	5953
Tmem37	119995107	120001804	6697
Tmem38a	73325899	73341126	15227
Tmem38b	53826045	53862019	35974
Tmem39a	38379060	38412524	33464
Tmem39b	129570148	129590631	20483
Tmem40	115706092	115739371	33279
Tmem41a	21753076	21766302	13226
Tmem41b	109571394	109586136	14742
Tmem41b-ps	90000990	90001860	870
Tmem42	122850391	122852770	2379
Tmem43	91450685	91465445	14760
Tmem44	30330673	30369660	38987
Tmem45a	56625524	56706529	81005
Tmem45a2	56857330	56891735	34405
Tmem45b	31337492	31375758	38266
Tmem47	80114304	80141478	27174
Tmem50a	134625160	134642335	17175
Tmem50b	91371391	91394688	23297
Tmem51	141758303	141811615	53312
Tmem51os1	141811283	141815410	4127
Tmem52	155553571	155555315	1744
Tmem52b	129489518	129496190	6672
Tmem53	117109148	117125779	16631
Tmem54	128999341	129005419	6078
Tmem59	107035596	107058193	22597
Tmem59l	70936517	70940008	3491
Tmem60	21087189	21091868	4679
Tmem61	106356010	106397743	41733
Tmem62	120807498	120838333	30835
Tmem63a	180769909	180802677	32768
Tmem63b	45971097	45997831	26734
Tmem63c	87068114	87136817	68703
Tmem64	15265831	15286753	20922
Tmem65	58654118	58695487	41369
Tmem67	12039355	12090020	50665
Tmem68	3549041	3574853	25812
Tmem69	116408830	116413133	4303
Tmem70	16735431	16748499	13068
Tmem71	66398061	66432952	34891
Tmem72	116656024	116693874	37850
Tmem74	43728042	43733432	5390
Tmem74b	151543928	151554077	10149
Tmem74bos	151521281	151528259	6978
Tmem79	88235962	88243455	7493
Tmem80	140907652	140917069	9417
Tmem81	132433968	132436377	2409
Tmem82	141340687	141345944	5257
Tmem86a	46700349	46704525	4176
Tmem86b	4631039	4634421	3382
Tmem87a	120185793	120234594	48801
Tmem87b	128660038	128696181	36143
Tmem88	69287345	69289060	1715
Tmem88b	155866048	155870331	4283
Tmem89	108743687	108744631	944
Tmem8b	43668971	43692668	23697
Tmem9	135935888	135963080	27192
Tmem91	25368564	25374591	6027
Tmem92	94668043	94673529	5486
Tmem94	115656259	115690192	33933
Tmem95	69766883	69768879	1996
Tmem97	78432643	78441603	8960
Tmem98	80701001	80712859	11858
Tmem9b	109335041	109352082	17041
Tmf1	97129958	97156083	26125
Tmie	110694779	110709181	14402
Tmigd1	76792985	76807413	14428
Tmigd3	105778219	105831358	53139
Tmod1	46038935	46116032	77097
Tmod2	75472903	75518607	45704
Tmod3	75404989	75466939	61950
Tmod4	95031787	95036520	4733
Tmpo	90983433	91017177	33744
Tmppe	114230173	114236344	6171
Tmprss11a	86558269	86616849	58580
Tmprss11b	86805490	86824221	18731
Tmprss11c	86379340	86437167	57827
Tmprss11d	86450076	86521279	71203
Tmprss11e	86853045	86893674	40629
Tmprss11f	86669757	86780283	110526
Tmprss11g	86633735	86666459	32724
Tmprss12	100178718	100190947	12229
Tmprss13	45230398	45258879	28481
Tmprss15	78749896	78887985	138089
Tmprss2	97365882	97412395	46513
Tmprss3	31398239	31417951	19712
Tmprss4	45084024	45115390	31366
Tmprss5	48992560	49028887	36327
Tmprss6	78323867	78352834	28967
Tmprss7	45476678	45514021	37343
Tmprss9	80707682	80735326	27644
Tmsb10	72934330	72935731	1401
Tmsb15a	134619416	134626010	6594
Tmsb15b1	135874771	135877623	2852
Tmsb15b2	135856014	135876246	20232
Tmsb15l	135855737	135877618	21881
Tmsb4x	165990089	165992311	2222
Tmtc1	148133928	148345887	211959
Tmtc2	105023524	105410312	386788
Tmtc3	100279764	100323212	43448
Tmtc4	123156383	123221447	65064
Tmub1	24650456	24652852	2396
Tmub2	102175757	102180063	4306
Tmx1	70499869	70514814	14945
Tmx2	84501660	84509484	7824
Tmx3	90528278	90561391	33113
Tmx4	134436105	134486065	49960
Tnc	63878022	63965252	87230
Tnf	35418357	35420983	2626
Tnfaip1	78413676	78427158	13482
Tnfaip2	111408903	111421452	12549
Tnfaip3	18876658	18891405	14747
Tnfaip6	51928021	51946698	18677
Tnfaip8	50112494	50240240	127746
Tnfaip8l1	56469477	56480955	11478
Tnfaip8l2	95046832	95049671	2839
Tnfaip8l3	53930689	53975672	44983
Tnfrsf10b	70004921	70021860	16939
Tnfrsf11a	105708443	105775709	67266
Tnfrsf11b	54114015	54141880	27865
Tnfrsf12a	23894419	23896442	2023
Tnfrsf13b	61017581	61040198	22617
Tnfrsf13c	82105944	82108570	2626
Tnfrsf14	155006390	155013020	6630
Tnfrsf17	11131676	11137938	6262
Tnfrsf18	156110621	156113352	2731
Tnfrsf19	61201324	61283939	82615
Tnfrsf1a	125326325	125339447	13122
Tnfrsf1b	144940033	144973440	33407
Tnfrsf21	43327446	43400080	72634
Tnfrsf22	143188543	143203398	14855
Tnfrsf23	143219546	143239609	20063
Tnfrsf25	152200391	152204576	4185
Tnfrsf26	143161396	143182459	21063
Tnfrsf4	156098300	156101069	2769
Tnfrsf8	144993707	145041734	48027
Tnfrsf9	150999019	151030559	31540
Tnfsf10	27371177	27396576	25399
Tnfsf11	78514885	78545483	30598
Tnfsf12	69577076	69586675	9599
Tnfsf13	69573672	69576610	2938
Tnfsf13b	10056467	10089072	32605
Tnfsf13os	69572964	69581967	9003
Tnfsf14	57496492	57501177	4685
Tnfsf15	63642840	63663350	20510
Tnfsf18	161322224	161332859	10635
Tnfsf4	161222980	161245981	23001
Tnfsf8	63749545	63779584	30039
Tnfsf9	57412325	57414757	2432
Tnfsfm13	69573403	69586924	13521
Tnik	28317363	28730007	412644
Tnip1	54801611	54853743	52132
Tnip2	34653431	34671335	17904
Tnip3	65502297	65611024	108727
Tnk1	69741831	69749556	7725
Tnk2	32462692	32502311	39619
Tnk2os	32484041	32487015	2974
Tnks	35293614	35432844	139230
Tnks1bp1	84878366	84903392	25026
Tnks2	36811632	36870877	59245
Tnmd	132751729	132766326	14597
Tnn	159912599	159981150	68551
Tnnc1	30930269	30933686	3417
Tnnc2	164619081	164621887	2806
Tnni1	135707172	135738727	31555
Tnni2	141995545	141998147	2602
Tnni3	4521304	4527228	5924
Tnni3k	154491928	154761044	269116
Tnnt1	4507569	4519381	11812
Tnnt2	135764092	135779998	15906
Tnnt3	142052573	142069746	17173
Tnp1	73054233	73055068	835
Tnp2	10605800	10606524	724
Tnpo1	98975527	99062892	87365
Tnpo2	85763544	85784212	20668
Tnpo3	29540826	29609886	69060
Tnr	159351339	159759299	407960
Tnrc18	142710416	142803417	93001
Tnrc6a	122723108	122794519	71411
Tnrc6b	80595514	80825286	229772
Tnrc6c	117545115	117654265	109150
Tns1	73949390	74163608	214218
Tns2	102008848	102024836	15988
Tns3	8381652	8614681	233029
Tns4	98956504	98980132	23628
Tnxa	34990369	35020597	30228
Tnxb	34879431	34938789	59358
Tob1	94102280	94106321	4041
Tob2	81732473	81742997	10524
Toe1	116651507	116664837	13330
Togaram1	65012578	65069347	56769
Togaram2	71980256	72036664	56408
Tollip	141428550	141472244	43694
Tom1	75760333	75796749	36416
Tom1l1	90534291	90579192	44901
Tom1l2	60117540	60243731	126191
Tomm20	127657417	127672594	15177
Tomm20l	71158202	71169995	11793
Tomm22	79555062	79557601	2539
Tomm34	163895460	163913089	17629
Tomm40	19435238	19449363	14125
Tomm40l	171043580	171050083	6503
Tomm5	45105208	45108114	2906
Tomm6	47997571	47999311	1740
Tomm6os	47998535	48002008	3473
Tomm7	24043942	24049159	5217
Tomm70a	56942066	56977068	35002
Tomt	101547577	101555566	7989
Tonsl	76510202	76524158	13956
Top1	160487808	160564684	76876
Top1mt	75528884	75550649	21765
Top2a	98883769	98915015	31246
Top2b	6034301	6104584	70283
Top3a	60630884	60668191	37307
Top3b	16688600	16710854	22254
Topaz1	122576411	122631200	54789
Topbp1	103182414	103227627	45213
Topbp1-ps1	40943553	40943736	183
Topbp1-ps2	40698083	40698271	188
Topors	40259601	40269850	10249
Toporsl	52596274	52612430	16156
Tor1a	30850639	30857945	7306
Tor1aip1	155880345	155912226	31881
Tor1aip2	155911149	155944607	33458
Tor1b	30842971	30849027	6056
Tor2a	32647246	32652256	5010
Tor3a	156481187	156501926	20739
Tor4a	25082978	25086898	3920
Tox	6686353	6991557	305204
Tox2	163045045	163166090	121045
Tox3	90973668	91074971	101303
Tox4	52516603	52533858	17255
Tpbg	85724433	85729093	4660
Tpbgl	99273289	99276310	3021
Tpbpa	61086306	61089798	3492
Tpbpb	61049002	61052694	3692
Tpcn1	120672218	120726738	54520
Tpcn2	144740261	144837748	97487
Tpd52	8990653	9069783	79130
Tpd52-ps	80406913	80407435	522
Tpd52l1	31208372	31321954	113582
Tpd52l2	181138935	181159759	20824
Tpgs1	79505203	79511961	6758
Tpgs2	25260280	25302064	41784
Tph1	46294065	46321961	27896
Tph2	114914546	115020927	106381
Tpi-rs10	20681644	20682421	777
Tpi-rs11	127160372	127160681	309
Tpi-rs2	66036389	66037144	755
Tpi-rs4	31859642	31860361	719
Tpi-rs5	18977293	18978066	773
Tpi-rs8	25639705	25640412	707
Tpi-rs9	5522263	5523037	774
Tpi1	124787549	124791259	3710
Tpk1	43321935	43643212	321277
Tpm1	66929872	66956688	26816
Tpm2	43514711	43523765	9054
Tpm3	89979956	90008209	28253
Tpm3-rs2	27996583	27996905	322
Tpm3-rs7	113552040	113554186	2146
Tpm4	72884018	72906986	22968
Tpmt	47175958	47198213	22255
Tpo	30104658	30182623	77965
Tpp1	105394018	105401442	7424
Tpp2	43972807	44042160	69353
Tppp	74157526	74183872	26346
Tppp2	52155882	52158157	2275
Tppp3	106194125	106198158	4033
Tpr	150268589	150325686	57097
Tpra1	88879233	88889220	9987
Tprg	25105567	25241094	135527
Tprgl	154241942	154245123	3181
Tprgl-ps1	84450242	84452371	2129
Tprgl-ps2	84528763	84531733	2970
Tprkb	85888847	85907266	18419
Tprn	25152630	25159897	7267
Tpsab1	25562219	25564536	2317
Tpsb2	25585279	25588072	2793
Tpsg1	25588247	25593416	5169
Tpst1	130102167	130164570	62403
Tpst2	112424557	112463227	38670
Tpt1	76082533	76085965	3432
Tpt1-ps1	101140776	101141211	435
Tpt1-ps2	54564623	54565143	520
Tpt1-ps3	99854777	99855295	518
Tpt1-ps4	11649798	11650419	621
Tpt1-ps5	37607811	37608326	515
