DB Class Key	Common Organism Name	NCBI Taxon ID	Symbol	EntrezGene ID	Mouse MGI ID	HGNC ID	OMIM Gene ID	Genetic Location	Genome Coordinates (mouse: GRCm39 human: GRCh38)	Nucleotide RefSeq IDs	Protein RefSeq IDs	SWISS_PROT IDs
51314387	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314387	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314387	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314388	mouse, laboratory	10090	Defa-rs2	13222	MGI:99592			Chr8 syntenic		NM_007847	NP_031873	P17534
51314388	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314388	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314388	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314388	human	9606	DEFA4	1669		HGNC:2763	OMIM:601157	Chr8 p23.1	Chr8:6935820-6938306(-)	NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925	NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916	P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838
51314388	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314389	mouse, laboratory	10090	Defa4	13238	MGI:99584			Chr8 syntenic		NM_010039	NP_034169	P28311
51314389	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314389	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314389	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314389	human	9606	DEFA4	1669		HGNC:2763	OMIM:601157	Chr8 p23.1	Chr8:6935820-6938306(-)	NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925	NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916	P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838
51314389	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314390	mouse, laboratory	10090	Defa38	634825	MGI:3709605			Chr8 10.35 cM	Chr8:21585090-21586066(-)	NM_001177482	NP_001170953	
51314390	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314390	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314390	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314390	human	9606	DEFA4	1669		HGNC:2763	OMIM:601157	Chr8 p23.1	Chr8:6935820-6938306(-)	NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925	NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916	P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838
51314390	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314391	mouse, laboratory	10090	Defa29	13218	MGI:94881			Chr8 10.35 cM	Chr8:21815904-21817034(-)	NM_007844	NP_031870	P17533
51314391	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314391	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314391	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314391	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314392	mouse, laboratory	10090	AY761185	100503970	MGI:3630303			Chr8 10.35 cM	Chr8:21433710-21434726(-)	NM_001012640	NP_001012658	
51314392	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314392	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314392	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314392	human	9606	DEFA4	1669		HGNC:2763	OMIM:601157	Chr8 p23.1	Chr8:6935820-6938306(-)	NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925	NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916	P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838
51314392	human	9606	DEFA5	1670		HGNC:2764	OMIM:600472	Chr8 p23.1	Chr8:7055304-7056739(-)	NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010,NM_021010	NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290,NP_066290	Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523,Q01523
51314392	human	9606	DEFA6	1671		HGNC:2765	OMIM:600471	Chr8 p23.1	Chr8:6924697-6926076(-)	NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926,NM_001926	NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917,NP_001917	Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524,Q01524
51314393	mouse, laboratory	10090	Defa43	665956	MGI:3648003			Chr8 10.35 cM	Chr8:22083503-22084481(-)	NM_001177526	NP_001170997	
51314393	human	9606	DEFA1	1667		HGNC:2761	OMIM:125220	Chr8 p23.1		NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084,NM_004084	NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042,NP_004075,XP_054215843,XP_054188208,XP_011533042	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314393	human	9606	DEFA1B	728358		HGNC:33596		Chr8 p23.1	Chr8:6996766-6999202(-)	NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265,NM_001042500,NM_001302265	NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965,NP_001289194,NP_001035965	P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665,P59665
51314393	human	9606	DEFA3	1668		HGNC:2762	OMIM:604522	Chr8 p23.1	Chr8:7015869-7018359(-)	NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217,NM_005217	XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043,XP_054188209,XP_054215844,NP_005208,XP_011533043	P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666,P59666
51314393	human	9606	DEFA4	1669		HGNC:2763	OMIM:601157	Chr8 p23.1	Chr8:6935820-6938306(-)	NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925,NM_001925	NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916,NP_001916	P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838,P12838
